date,state,district,pincode,bio_age_5_17,bio_age_17_,total_updates
2025-07-18,Rajasthan,Jaipur,303001,8,7,15
2025-07-18,Rajasthan,Jaipur,303007,5,15,20
2025-07-18,Rajasthan,Jaipur,303105,31,15,46
2025-07-18,Rajasthan,Jaipur,303108,27,28,55
2025-07-18,Rajasthan,Jaipur,303109,4,4,8
2025-07-18,Rajasthan,Jaipur,303803,1,6,7
2025-07-18,Rajasthan,Jaipur,303903,8,16,24
2025-07-18,Rajasthan,Jaipur,303905,7,9,16
2025-07-17,Rajasthan,Jaipur,302003,15,29,44
2025-07-17,Rajasthan,Jaipur,302023,0,4,4
2025-07-17,Rajasthan,Jaipur,302024,0,3,3
2025-07-17,Rajasthan,Jaipur,302029,15,16,31
2025-07-17,Rajasthan,Jaipur,302034,1,10,11
2025-07-17,Rajasthan,Jaipur,303103,13,33,46
2025-07-17,Rajasthan,Jaipur,303110,12,11,23
2025-07-17,Rajasthan,Jaipur,303302,8,2,10
2025-07-17,Rajasthan,Jaipur,303328,9,9,18
2025-07-17,Rajasthan,Jaipur,303329,0,1,1
2025-07-17,Rajasthan,Jaipur,303348,3,1,4
2025-07-17,Rajasthan,Jaipur,303601,5,4,9
2025-07-17,Rajasthan,Jaipur,303702,10,10,20
2025-07-17,Rajasthan,Jaipur,303807,4,8,12
2025-07-17,Rajasthan,Jaipur,303903,3,5,8
2025-07-17,Rajasthan,Jaipur,303908,7,6,13
2025-06-28,Rajasthan,Jaipur,302001,10,21,31
2025-06-28,Rajasthan,Jaipur,302003,12,22,34
2025-06-28,Rajasthan,Jaipur,302013,12,10,22
2025-06-28,Rajasthan,Jaipur,302018,5,6,11
2025-06-28,Rajasthan,Jaipur,302021,12,20,32
2025-06-28,Rajasthan,Jaipur,302039,14,23,37
2025-06-28,Rajasthan,Jaipur,303006,2,4,6
2025-06-28,Rajasthan,Jaipur,303109,6,11,17
2025-06-28,Rajasthan,Jaipur,303305,3,3,6
2025-06-28,Rajasthan,Jaipur,303328,2,13,15
2025-06-28,Rajasthan,Jaipur,303507,1,2,3
2025-06-28,Rajasthan,Jaipur,303602,6,9,15
2025-06-28,Rajasthan,Jaipur,303701,3,1,4
2025-06-28,Rajasthan,Jaipur,303712,10,10,20
2025-06-28,Rajasthan,Jaipur,303803,1,1,2
2025-06-28,Rajasthan,Jaipur,303901,10,10,20
2025-06-28,Rajasthan,Jaipur,303903,4,15,19
2025-06-28,Rajasthan,Jaipur,303904,5,5,10
2025-07-02,Rajasthan,Jaipur,302015,2,14,16
2025-07-02,Rajasthan,Jaipur,302020,2,18,20
2025-07-02,Rajasthan,Jaipur,302028,4,10,14
2025-07-02,Rajasthan,Jaipur,302029,18,22,40
2025-07-02,Rajasthan,Jaipur,302033,4,13,17
2025-07-02,Rajasthan,Jaipur,303002,7,5,12
2025-07-02,Rajasthan,Jaipur,303009,4,4,8
2025-07-02,Rajasthan,Jaipur,303105,5,14,19
2025-07-02,Rajasthan,Jaipur,303106,10,16,26
2025-07-02,Rajasthan,Jaipur,303301,6,6,12
2025-07-02,Rajasthan,Jaipur,303328,15,25,40
2025-07-02,Rajasthan,Jaipur,303601,4,8,12
2025-07-02,Rajasthan,Jaipur,303603,18,18,36
2025-07-02,Rajasthan,Jaipur,303712,6,7,13
2025-07-02,Rajasthan,Jaipur,303804,8,14,22
2025-07-02,Rajasthan,Jaipur,303904,8,5,13
2025-07-01,Rajasthan,Jaipur,302001,10,28,38
2025-07-01,Rajasthan,Jaipur,302017,14,43,57
2025-07-01,Rajasthan,Jaipur,302024,0,5,5
2025-07-01,Rajasthan,Jaipur,302028,11,10,21
2025-07-01,Rajasthan,Jaipur,302029,26,35,61
2025-07-01,Rajasthan,Jaipur,303002,1,4,5
2025-07-01,Rajasthan,Jaipur,303003,6,10,16
2025-07-01,Rajasthan,Jaipur,303105,6,13,19
2025-07-01,Rajasthan,Jaipur,303106,4,10,14
2025-07-01,Rajasthan,Jaipur,303110,4,7,11
2025-07-01,Rajasthan,Jaipur,303338,3,9,12
2025-07-01,Rajasthan,Jaipur,303604,30,30,60
2025-07-01,Rajasthan,Jaipur,303801,6,12,18
2025-07-01,Rajasthan,Jaipur,303903,7,10,17
2025-06-18,Rajasthan,Jaipur,302015,0,13,13
2025-06-18,Rajasthan,Jaipur,302017,13,23,36
2025-06-18,Rajasthan,Jaipur,302018,1,2,3
2025-06-18,Rajasthan,Jaipur,302028,7,25,32
2025-06-18,Rajasthan,Jaipur,302031,7,8,15
2025-06-18,Rajasthan,Jaipur,303009,0,2,2
2025-06-18,Rajasthan,Jaipur,303105,5,12,17
2025-06-18,Rajasthan,Jaipur,303109,16,18,34
2025-06-18,Rajasthan,Jaipur,303801,7,15,22
2025-06-18,Rajasthan,Jaipur,303806,0,2,2
2025-06-18,Rajasthan,Jaipur,303807,1,2,3
2025-06-18,Rajasthan,Jaipur,303904,3,4,7
2025-06-17,Rajasthan,Jaipur,302002,23,29,52
2025-06-17,Rajasthan,Jaipur,302011,0,3,3
2025-06-17,Rajasthan,Jaipur,302027,6,12,18
2025-06-17,Rajasthan,Jaipur,302028,15,33,48
2025-06-17,Rajasthan,Jaipur,302034,0,6,6
2025-06-17,Rajasthan,Jaipur,302039,15,21,36
2025-06-17,Rajasthan,Jaipur,303003,6,10,16
2025-06-17,Rajasthan,Jaipur,303005,11,20,31
2025-06-17,Rajasthan,Jaipur,303007,7,16,23
2025-06-17,Rajasthan,Jaipur,303106,7,12,19
2025-06-17,Rajasthan,Jaipur,303107,4,10,14
2025-06-17,Rajasthan,Jaipur,303119,6,15,21
2025-06-17,Rajasthan,Jaipur,303120,11,21,32
2025-06-17,Rajasthan,Jaipur,303301,13,14,27
2025-06-17,Rajasthan,Jaipur,303305,10,8,18
2025-06-17,Rajasthan,Jaipur,303602,6,8,14
2025-06-17,Rajasthan,Jaipur,303802,3,3,6
2025-06-26,Rajasthan,Jaipur,302001,9,15,24
2025-06-26,Rajasthan,Jaipur,302012,41,101,142
2025-06-26,Rajasthan,Jaipur,302013,6,11,17
2025-06-26,Rajasthan,Jaipur,302016,16,57,73
2025-06-26,Rajasthan,Jaipur,302017,12,23,35
2025-06-26,Rajasthan,Jaipur,302029,21,42,63
2025-06-26,Rajasthan,Jaipur,302033,6,18,24
2025-06-26,Rajasthan,Jaipur,302039,17,23,40
2025-06-26,Rajasthan,Jaipur,303110,3,12,15
2025-06-26,Rajasthan,Jaipur,303119,31,32,63
2025-06-26,Rajasthan,Jaipur,303301,27,20,47
2025-06-26,Rajasthan,Jaipur,303338,12,18,30
2025-06-26,Rajasthan,Jaipur,303604,14,17,31
2025-06-26,Rajasthan,Jaipur,303701,10,4,14
2025-06-26,Rajasthan,Jaipur,303801,6,12,18
2025-06-27,Rajasthan,Jaipur,302001,6,25,31
2025-06-27,Rajasthan,Jaipur,302002,12,38,50
2025-06-27,Rajasthan,Jaipur,302004,18,24,42
2025-06-27,Rajasthan,Jaipur,302015,3,14,17
2025-06-27,Rajasthan,Jaipur,302027,9,15,24
2025-06-27,Rajasthan,Jaipur,302028,6,14,20
2025-06-27,Rajasthan,Jaipur,302033,17,14,31
2025-06-27,Rajasthan,Jaipur,303005,9,12,21
2025-06-27,Rajasthan,Jaipur,303103,20,34,54
2025-06-27,Rajasthan,Jaipur,303106,19,17,36
2025-06-27,Rajasthan,Jaipur,303107,10,11,21
2025-06-27,Rajasthan,Jaipur,303108,10,24,34
2025-06-27,Rajasthan,Jaipur,303121,0,2,2
2025-06-27,Rajasthan,Jaipur,303706,4,18,22
2025-06-27,Rajasthan,Jaipur,303802,0,3,3
2025-06-27,Rajasthan,Jaipur,303803,4,8,12
2025-06-27,Rajasthan,Jaipur,303901,22,14,36
2025-06-29,Rajasthan,Jaipur,302001,0,4,4
2025-06-29,Rajasthan,Jaipur,302002,5,6,11
2025-06-29,Rajasthan,Jaipur,302016,0,5,5
2025-06-29,Rajasthan,Jaipur,302026,1,1,2
2025-06-29,Rajasthan,Jaipur,302028,0,1,1
2025-06-29,Rajasthan,Jaipur,302034,0,1,1
2025-06-29,Rajasthan,Jaipur,303009,0,1,1
2025-06-29,Rajasthan,Jaipur,303012,5,4,9
2025-06-29,Rajasthan,Jaipur,303105,0,1,1
2025-06-29,Rajasthan,Jaipur,303903,0,1,1
2025-06-30,Rajasthan,Jaipur,302017,23,24,47
2025-06-30,Rajasthan,Jaipur,302023,0,5,5
2025-06-30,Rajasthan,Jaipur,302025,0,1,1
2025-06-30,Rajasthan,Jaipur,302034,3,7,10
2025-06-30,Rajasthan,Jaipur,303001,10,14,24
2025-06-30,Rajasthan,Jaipur,303005,12,9,21
2025-06-30,Rajasthan,Jaipur,303102,9,11,20
2025-06-30,Rajasthan,Jaipur,303107,7,10,17
2025-06-30,Rajasthan,Jaipur,303108,25,39,64
2025-06-30,Rajasthan,Jaipur,303119,33,14,47
2025-06-30,Rajasthan,Jaipur,303120,21,16,37
2025-06-30,Rajasthan,Jaipur,303704,9,4,13
2025-06-30,Rajasthan,Jaipur,303801,11,6,17
2025-06-30,Rajasthan,Jaipur,303805,9,9,18
2025-06-30,Rajasthan,Jaipur,303904,6,14,20
2025-05-30,Rajasthan,Jaipur,302002,11,21,32
2025-05-30,Rajasthan,Jaipur,302016,13,37,50
2025-05-30,Rajasthan,Jaipur,302017,9,32,41
2025-05-30,Rajasthan,Jaipur,302018,5,9,14
2025-05-30,Rajasthan,Jaipur,302031,19,21,40
2025-05-30,Rajasthan,Jaipur,302034,4,10,14
2025-05-30,Rajasthan,Jaipur,303001,6,6,12
2025-05-30,Rajasthan,Jaipur,303004,2,2,4
2025-05-30,Rajasthan,Jaipur,303006,1,3,4
2025-05-30,Rajasthan,Jaipur,303103,15,30,45
2025-05-30,Rajasthan,Jaipur,303105,9,10,19
2025-05-30,Rajasthan,Jaipur,303107,8,13,21
2025-05-30,Rajasthan,Jaipur,303109,14,7,21
2025-05-30,Rajasthan,Jaipur,303110,5,15,20
2025-05-30,Rajasthan,Jaipur,303119,11,19,30
2025-05-30,Rajasthan,Jaipur,303301,16,21,37
2025-05-30,Rajasthan,Jaipur,303328,7,22,29
2025-05-30,Rajasthan,Jaipur,303329,0,1,1
2025-05-30,Rajasthan,Jaipur,303602,3,10,13
2025-05-30,Rajasthan,Jaipur,303603,7,25,32
2025-05-30,Rajasthan,Jaipur,303604,25,30,55
2025-05-30,Rajasthan,Jaipur,303712,0,8,8
2025-05-30,Rajasthan,Jaipur,303901,8,8,16
2025-05-31,Rajasthan,Jaipur,302020,5,18,23
2025-05-31,Rajasthan,Jaipur,302022,3,10,13
2025-05-31,Rajasthan,Jaipur,303004,1,2,3
2025-05-31,Rajasthan,Jaipur,303103,7,26,33
2025-05-31,Rajasthan,Jaipur,303105,13,8,21
2025-05-31,Rajasthan,Jaipur,303107,1,9,10
2025-05-31,Rajasthan,Jaipur,303108,12,14,26
2025-05-31,Rajasthan,Jaipur,303109,8,11,19
2025-05-31,Rajasthan,Jaipur,303110,2,3,5
2025-05-31,Rajasthan,Jaipur,303603,17,21,38
2025-05-31,Rajasthan,Jaipur,303702,5,11,16
2025-05-31,Rajasthan,Jaipur,303712,3,2,5
2025-05-31,Rajasthan,Jaipur,303901,2,5,7
2025-05-31,Rajasthan,Jaipur,303903,0,8,8
2025-06-13,Rajasthan,Jaipur,302015,5,21,26
2025-06-13,Rajasthan,Jaipur,302021,2,27,29
2025-06-13,Rajasthan,Jaipur,302024,0,4,4
2025-06-13,Rajasthan,Jaipur,303004,0,2,2
2025-06-13,Rajasthan,Jaipur,303103,10,29,39
2025-06-13,Rajasthan,Jaipur,303301,11,9,20
2025-06-13,Rajasthan,Jaipur,303348,4,13,17
2025-06-13,Rajasthan,Jaipur,303603,18,23,41
2025-06-13,Rajasthan,Jaipur,303604,5,11,16
2025-06-13,Rajasthan,Jaipur,303704,1,7,8
2025-06-13,Rajasthan,Jaipur,303801,8,14,22
2025-06-13,Rajasthan,Jaipur,303803,6,4,10
2025-06-13,Rajasthan,Jaipur,303807,3,4,7
2025-06-13,Rajasthan,Jaipur,303903,3,6,9
2025-06-13,Rajasthan,Jaipur,303905,5,6,11
2025-06-12,Rajasthan,Jaipur,302002,17,49,66
2025-06-12,Rajasthan,Jaipur,302019,10,20,30
2025-06-12,Rajasthan,Jaipur,302022,3,7,10
2025-06-12,Rajasthan,Jaipur,303006,3,3,6
2025-06-12,Rajasthan,Jaipur,303305,5,9,14
2025-06-12,Rajasthan,Jaipur,303701,5,11,16
2025-06-12,Rajasthan,Jaipur,303706,8,15,23
2025-06-12,Rajasthan,Jaipur,303803,2,6,8
2025-06-12,Rajasthan,Jaipur,303903,4,11,15
2025-06-04,Rajasthan,Jaipur,302002,16,39,55
2025-06-04,Rajasthan,Jaipur,302004,3,9,12
2025-06-04,Rajasthan,Jaipur,302011,0,1,1
2025-06-04,Rajasthan,Jaipur,302017,8,28,36
2025-06-04,Rajasthan,Jaipur,302024,0,5,5
2025-06-04,Rajasthan,Jaipur,303001,5,14,19
2025-06-04,Rajasthan,Jaipur,303003,8,6,14
2025-06-04,Rajasthan,Jaipur,303012,9,20,29
2025-06-04,Rajasthan,Jaipur,303110,4,4,8
2025-06-04,Rajasthan,Jaipur,303328,12,15,27
2025-06-04,Rajasthan,Jaipur,303603,19,22,41
2025-06-04,Rajasthan,Jaipur,303712,9,9,18
2025-06-04,Rajasthan,Jaipur,303903,0,8,8
2025-06-04,Rajasthan,Jaipur,303908,1,3,4
2025-06-05,Rajasthan,Jaipur,302011,0,4,4
2025-06-05,Rajasthan,Jaipur,302015,8,22,30
2025-06-05,Rajasthan,Jaipur,302021,6,33,39
2025-06-05,Rajasthan,Jaipur,302024,0,3,3
2025-06-05,Rajasthan,Jaipur,302027,5,7,12
2025-06-05,Rajasthan,Jaipur,302028,16,20,36
2025-06-05,Rajasthan,Jaipur,302032,0,2,2
2025-06-05,Rajasthan,Jaipur,303002,2,6,8
2025-06-05,Rajasthan,Jaipur,303003,7,9,16
2025-06-05,Rajasthan,Jaipur,303005,2,9,11
2025-06-05,Rajasthan,Jaipur,303119,4,7,11
2025-06-05,Rajasthan,Jaipur,303121,0,1,1
2025-06-05,Rajasthan,Jaipur,303338,9,7,16
2025-06-05,Rajasthan,Jaipur,303601,4,5,9
2025-06-05,Rajasthan,Jaipur,303701,5,9,14
2025-06-05,Rajasthan,Jaipur,303706,4,9,13
2025-06-05,Rajasthan,Jaipur,303712,10,13,23
2025-06-05,Rajasthan,Jaipur,303908,1,4,5
2025-06-11,Rajasthan,Jaipur,302002,12,27,39
2025-06-11,Rajasthan,Jaipur,302012,25,73,98
2025-06-11,Rajasthan,Jaipur,302015,5,19,24
2025-06-11,Rajasthan,Jaipur,302018,3,10,13
2025-06-11,Rajasthan,Jaipur,302028,9,20,29
2025-06-11,Rajasthan,Jaipur,302029,15,36,51
2025-06-11,Rajasthan,Jaipur,302031,13,27,40
2025-06-11,Rajasthan,Jaipur,303008,9,13,22
2025-06-11,Rajasthan,Jaipur,303012,7,10,17
2025-06-11,Rajasthan,Jaipur,303103,11,32,43
2025-06-11,Rajasthan,Jaipur,303109,12,12,24
2025-06-11,Rajasthan,Jaipur,303120,7,19,26
2025-06-11,Rajasthan,Jaipur,303338,9,21,30
2025-06-11,Rajasthan,Jaipur,303704,7,11,18
2025-06-11,Rajasthan,Jaipur,303805,10,7,17
2025-06-11,Rajasthan,Jaipur,303806,9,2,11
2025-06-11,Rajasthan,Jaipur,303901,12,13,25
2025-06-10,Rajasthan,Jaipur,302013,7,26,33
2025-06-10,Rajasthan,Jaipur,302016,14,41,55
2025-06-10,Rajasthan,Jaipur,302028,12,24,36
2025-06-10,Rajasthan,Jaipur,302031,10,23,33
2025-06-10,Rajasthan,Jaipur,303006,3,3,6
2025-06-10,Rajasthan,Jaipur,303102,6,10,16
2025-06-10,Rajasthan,Jaipur,303109,8,19,27
2025-06-10,Rajasthan,Jaipur,303302,15,8,23
2025-06-10,Rajasthan,Jaipur,303601,3,4,7
2025-06-10,Rajasthan,Jaipur,303602,1,19,20
2025-06-10,Rajasthan,Jaipur,303804,2,12,14
2025-06-10,Rajasthan,Jaipur,303806,2,7,9
2025-06-10,Rajasthan,Jaipur,303904,2,12,14
2025-06-10,Rajasthan,Jaipur,303908,4,6,10
2025-06-09,Rajasthan,Jaipur,302003,12,19,31
2025-06-09,Rajasthan,Jaipur,302012,37,117,154
2025-06-09,Rajasthan,Jaipur,302021,8,30,38
2025-06-09,Rajasthan,Jaipur,302023,0,2,2
2025-06-09,Rajasthan,Jaipur,302024,0,2,2
2025-06-09,Rajasthan,Jaipur,302029,20,30,50
2025-06-09,Rajasthan,Jaipur,302033,5,23,28
2025-06-09,Rajasthan,Jaipur,302034,3,13,16
2025-06-09,Rajasthan,Jaipur,303007,11,13,24
2025-06-09,Rajasthan,Jaipur,303106,12,25,37
2025-06-09,Rajasthan,Jaipur,303120,20,19,39
2025-06-09,Rajasthan,Jaipur,303301,6,16,22
2025-06-09,Rajasthan,Jaipur,303305,12,11,23
2025-06-09,Rajasthan,Jaipur,303328,14,30,44
2025-06-09,Rajasthan,Jaipur,303803,5,6,11
2025-06-09,Rajasthan,Jaipur,303804,9,5,14
2025-06-15,Rajasthan,Jaipur,302002,2,6,8
2025-06-15,Rajasthan,Jaipur,302003,1,3,4
2025-06-15,Rajasthan,Jaipur,302004,1,2,3
2025-06-15,Rajasthan,Jaipur,302019,0,14,14
2025-06-15,Rajasthan,Jaipur,302020,4,9,13
2025-06-15,Rajasthan,Jaipur,302033,1,4,5
2025-07-06,Rajasthan,Jaipur,302002,2,5,7
2025-07-06,Rajasthan,Jaipur,302017,2,0,2
2025-07-06,Rajasthan,Jaipur,302020,2,7,9
2025-07-06,Rajasthan,Jaipur,302021,0,5,5
2025-07-06,Rajasthan,Jaipur,302025,0,1,1
2025-07-06,Rajasthan,Jaipur,302029,4,4,8
2025-07-06,Rajasthan,Jaipur,303301,10,4,14
2025-07-06,Rajasthan,Jaipur,303908,1,3,4
2025-07-08,Rajasthan,Jaipur,302001,7,20,27
2025-07-08,Rajasthan,Jaipur,302011,1,3,4
2025-07-08,Rajasthan,Jaipur,302031,28,22,50
2025-07-08,Rajasthan,Jaipur,302039,10,20,30
2025-07-08,Rajasthan,Jaipur,303003,15,10,25
2025-07-08,Rajasthan,Jaipur,303005,8,9,17
2025-07-08,Rajasthan,Jaipur,303006,5,8,13
2025-07-08,Rajasthan,Jaipur,303007,17,18,35
2025-07-08,Rajasthan,Jaipur,303008,15,9,24
2025-07-08,Rajasthan,Jaipur,303012,12,9,21
2025-07-08,Rajasthan,Jaipur,303103,21,39,60
2025-07-08,Rajasthan,Jaipur,303105,17,9,26
2025-07-08,Rajasthan,Jaipur,303305,6,10,16
2025-07-08,Rajasthan,Jaipur,303805,12,12,24
2025-07-09,Rajasthan,Jaipur,302006,10,21,31
2025-07-09,Rajasthan,Jaipur,302017,13,32,45
2025-07-09,Rajasthan,Jaipur,302020,17,26,43
2025-07-09,Rajasthan,Jaipur,302022,1,15,16
2025-07-09,Rajasthan,Jaipur,302023,0,2,2
2025-07-09,Rajasthan,Jaipur,302029,15,41,56
2025-07-09,Rajasthan,Jaipur,302031,21,22,43
2025-07-09,Rajasthan,Jaipur,303002,4,9,13
2025-07-09,Rajasthan,Jaipur,303004,5,3,8
2025-07-09,Rajasthan,Jaipur,303104,12,23,35
2025-07-09,Rajasthan,Jaipur,303108,19,24,43
2025-07-09,Rajasthan,Jaipur,303110,7,7,14
2025-07-09,Rajasthan,Jaipur,303338,8,9,17
2025-07-09,Rajasthan,Jaipur,303803,1,5,6
2025-07-12,Rajasthan,Jaipur,302001,6,17,23
2025-07-12,Rajasthan,Jaipur,302016,21,31,52
2025-07-12,Rajasthan,Jaipur,302019,8,13,21
2025-07-12,Rajasthan,Jaipur,302020,4,12,16
2025-07-12,Rajasthan,Jaipur,302033,11,8,19
2025-07-12,Rajasthan,Jaipur,302039,15,12,27
2025-07-12,Rajasthan,Jaipur,303004,2,3,5
2025-07-12,Rajasthan,Jaipur,303119,8,2,10
2025-07-12,Rajasthan,Jaipur,303120,18,13,31
2025-07-12,Rajasthan,Jaipur,303301,11,11,22
2025-07-12,Rajasthan,Jaipur,303601,0,2,2
2025-07-12,Rajasthan,Jaipur,303602,9,11,20
2025-07-12,Rajasthan,Jaipur,303704,2,0,2
2025-07-12,Rajasthan,Jaipur,303706,1,2,3
2025-07-12,Rajasthan,Jaipur,303803,2,10,12
2025-07-13,Rajasthan,Jaipur,302002,4,3,7
2025-07-13,Rajasthan,Jaipur,302011,0,1,1
2025-07-13,Rajasthan,Jaipur,302012,7,2,9
2025-07-13,Rajasthan,Jaipur,302015,2,5,7
2025-07-13,Rajasthan,Jaipur,302019,3,4,7
2025-07-13,Rajasthan,Jaipur,302034,2,1,3
2025-07-13,Rajasthan,Jaipur,303002,0,1,1
2025-07-13,Rajasthan,Jaipur,303007,2,0,2
2025-07-13,Rajasthan,Jaipur,303305,0,1,1
2025-07-13,Rajasthan,Jaipur,303802,1,0,1
2025-07-15,Rajasthan,Jaipur,302004,9,16,25
2025-07-15,Rajasthan,Jaipur,302005,2,1,3
2025-07-15,Rajasthan,Jaipur,302018,3,9,12
2025-07-15,Rajasthan,Jaipur,302019,3,11,14
2025-07-15,Rajasthan,Jaipur,302024,0,3,3
2025-07-15,Rajasthan,Jaipur,302031,20,19,39
2025-07-15,Rajasthan,Jaipur,303003,3,1,4
2025-07-15,Rajasthan,Jaipur,303005,16,17,33
2025-07-15,Rajasthan,Jaipur,303108,26,20,46
2025-07-15,Rajasthan,Jaipur,303120,20,5,25
2025-07-15,Rajasthan,Jaipur,303348,0,1,1
2025-07-15,Rajasthan,Jaipur,303602,9,9,18
2025-07-15,Rajasthan,Jaipur,303704,0,5,5
2025-07-15,Rajasthan,Jaipur,303801,16,8,24
2025-07-15,Rajasthan,Jaipur,303901,13,18,31
2025-07-16,Rajasthan,Jaipur,302002,14,43,57
2025-07-16,Rajasthan,Jaipur,302003,17,33,50
2025-07-16,Rajasthan,Jaipur,302016,25,52,77
2025-07-16,Rajasthan,Jaipur,302026,3,6,9
2025-07-16,Rajasthan,Jaipur,302029,14,23,37
2025-07-16,Rajasthan,Jaipur,302031,15,18,33
2025-07-16,Rajasthan,Jaipur,302033,9,16,25
2025-07-16,Rajasthan,Jaipur,303005,13,9,22
2025-07-16,Rajasthan,Jaipur,303008,13,10,23
2025-07-16,Rajasthan,Jaipur,303012,17,12,29
2025-07-16,Rajasthan,Jaipur,303106,12,17,29
2025-07-16,Rajasthan,Jaipur,303108,27,34,61
2025-07-16,Rajasthan,Jaipur,303110,16,10,26
2025-07-16,Rajasthan,Jaipur,303302,9,11,20
2025-07-16,Rajasthan,Jaipur,303348,2,7,9
2025-07-16,Rajasthan,Jaipur,303706,0,11,11
2025-07-16,Rajasthan,Jaipur,303712,5,6,11
2025-07-16,Rajasthan,Jaipur,303802,1,3,4
2025-07-16,Rajasthan,Jaipur,303807,4,3,7
2025-07-16,Rajasthan,Jaipur,303903,9,10,19
2025-07-07,Rajasthan,Jaipur,302001,1,13,14
2025-07-07,Rajasthan,Jaipur,302002,25,24,49
2025-07-07,Rajasthan,Jaipur,302011,0,4,4
2025-07-07,Rajasthan,Jaipur,302017,14,22,36
2025-07-07,Rajasthan,Jaipur,302018,8,19,27
2025-07-07,Rajasthan,Jaipur,302032,1,6,7
2025-07-07,Rajasthan,Jaipur,303001,14,23,37
2025-07-07,Rajasthan,Jaipur,303107,31,11,42
2025-07-07,Rajasthan,Jaipur,303109,19,26,45
2025-07-07,Rajasthan,Jaipur,303110,14,19,33
2025-07-07,Rajasthan,Jaipur,303302,20,11,31
2025-07-07,Rajasthan,Jaipur,303305,10,5,15
2025-07-07,Rajasthan,Jaipur,303348,5,3,8
2025-07-07,Rajasthan,Jaipur,303602,2,17,19
2025-07-07,Rajasthan,Jaipur,303706,7,9,16
2025-07-07,Rajasthan,Jaipur,303908,13,11,24
2025-07-05,Rajasthan,Jaipur,302004,13,15,28
2025-07-05,Rajasthan,Jaipur,302005,0,1,1
2025-07-05,Rajasthan,Jaipur,302020,8,23,31
2025-07-05,Rajasthan,Jaipur,302026,2,7,9
2025-07-05,Rajasthan,Jaipur,302039,8,14,22
2025-07-05,Rajasthan,Jaipur,303002,0,3,3
2025-07-05,Rajasthan,Jaipur,303004,3,3,6
2025-07-05,Rajasthan,Jaipur,303103,10,12,22
2025-07-05,Rajasthan,Jaipur,303105,13,9,22
2025-07-05,Rajasthan,Jaipur,303119,5,9,14
2025-07-05,Rajasthan,Jaipur,303302,1,2,3
2025-07-05,Rajasthan,Jaipur,303704,2,2,4
2025-07-05,Rajasthan,Jaipur,303706,0,2,2
2025-07-05,Rajasthan,Jaipur,303901,7,12,19
2025-07-05,Rajasthan,Jaipur,303905,3,8,11
2025-07-10,Rajasthan,Jaipur,302020,8,21,29
2025-07-10,Rajasthan,Jaipur,302023,0,3,3
2025-07-10,Rajasthan,Jaipur,302026,5,16,21
2025-07-10,Rajasthan,Jaipur,303002,4,6,10
2025-07-10,Rajasthan,Jaipur,303003,7,5,12
2025-07-10,Rajasthan,Jaipur,303012,9,4,13
2025-07-10,Rajasthan,Jaipur,303120,9,13,22
2025-07-10,Rajasthan,Jaipur,303348,0,1,1
2025-07-10,Rajasthan,Jaipur,303507,0,1,1
2025-07-10,Rajasthan,Jaipur,303704,1,4,5
2025-07-10,Rajasthan,Jaipur,303706,2,3,5
2025-07-10,Rajasthan,Jaipur,303807,0,4,4
2025-07-11,Rajasthan,Jaipur,302002,26,37,63
2025-07-11,Rajasthan,Jaipur,302011,0,2,2
2025-07-11,Rajasthan,Jaipur,302031,23,15,38
2025-07-11,Rajasthan,Jaipur,302037,1,1,2
2025-07-11,Rajasthan,Jaipur,303004,3,3,6
2025-07-11,Rajasthan,Jaipur,303005,6,5,11
2025-07-11,Rajasthan,Jaipur,303006,8,5,13
2025-07-11,Rajasthan,Jaipur,303008,4,12,16
2025-07-11,Rajasthan,Jaipur,303103,11,46,57
2025-07-11,Rajasthan,Jaipur,303107,11,5,16
2025-07-11,Rajasthan,Jaipur,303305,4,8,12
2025-07-11,Rajasthan,Jaipur,303602,0,6,6
2025-07-11,Rajasthan,Jaipur,303604,6,5,11
2025-07-11,Rajasthan,Jaipur,303803,1,2,3
2025-07-11,Rajasthan,Jaipur,303806,4,7,11
2025-07-11,Rajasthan,Jaipur,303903,16,13,29
2025-07-11,Rajasthan,Jaipur,303904,5,16,21
2025-07-14,Rajasthan,Jaipur,302002,21,32,53
2025-07-14,Rajasthan,Jaipur,302024,0,1,1
2025-07-14,Rajasthan,Jaipur,302028,8,5,13
2025-07-14,Rajasthan,Jaipur,302029,20,32,52
2025-07-14,Rajasthan,Jaipur,302034,2,9,11
2025-07-14,Rajasthan,Jaipur,303003,31,9,40
2025-07-14,Rajasthan,Jaipur,303005,11,11,22
2025-07-14,Rajasthan,Jaipur,303007,7,11,18
2025-07-14,Rajasthan,Jaipur,303106,23,17,40
2025-07-14,Rajasthan,Jaipur,303121,2,2,4
2025-07-14,Rajasthan,Jaipur,303301,10,16,26
2025-07-14,Rajasthan,Jaipur,303602,1,12,13
2025-07-14,Rajasthan,Jaipur,303706,5,8,13
2025-07-14,Rajasthan,Jaipur,303804,4,14,18
2025-07-14,Rajasthan,Jaipur,303905,0,1,1
2025-07-20,Rajasthan,Jaipur,302002,4,4,8
2025-07-20,Rajasthan,Jaipur,302012,12,6,18
2025-07-20,Rajasthan,Jaipur,302020,4,3,7
2025-07-20,Rajasthan,Jaipur,302027,1,1,2
2025-07-20,Rajasthan,Jaipur,302029,1,2,3
2025-07-20,Rajasthan,Jaipur,303702,1,0,1
