date,state,district,pincode,demo_age_5_17,demo_age_17_,total_updates
2025-11-09,Rajasthan,Jaipur,303801,0,3,3
2025-11-13,Rajasthan,Jaipur,302005,0,1,1
2025-11-16,Rajasthan,Jaipur,303338,2,3,5
2025-11-16,Rajasthan,Jaipur,303904,0,3,3
2025-11-18,Rajasthan,Jaipur,302032,0,2,2
2025-12-07,Rajasthan,Jaipur,302023,0,4,4
2025-12-08,Rajasthan,Jaipur,302005,0,4,4
2025-12-12,Rajasthan,Jaipur,302025,0,1,1
2025-12-29,Rajasthan,Jaipur,302006,3,43,46
2025-12-29,Rajasthan,Jaipur,302012,14,191,205
2025-12-29,Rajasthan,Jaipur,302013,5,39,44
2025-12-29,Rajasthan,Jaipur,302025,0,2,2
2025-12-29,Rajasthan,Jaipur,302028,1,13,14
2025-12-29,Rajasthan,Jaipur,302039,3,41,44
2025-12-29,Rajasthan,Jaipur,303001,0,4,4
2025-12-29,Rajasthan,Jaipur,303004,0,3,3
2025-12-29,Rajasthan,Jaipur,303012,4,40,44
2025-12-29,Rajasthan,Jaipur,303104,1,14,15
2025-12-29,Rajasthan,Jaipur,303109,1,13,14
2025-12-29,Rajasthan,Jaipur,303123,0,1,1
2025-12-29,Rajasthan,Jaipur,303301,6,24,30
2025-12-29,Rajasthan,Jaipur,303348,3,7,10
2025-12-29,Rajasthan,Jaipur,303701,0,10,10
2025-12-29,Rajasthan,Jaipur,303706,1,13,14
2025-12-29,Rajasthan,Jaipur,303712,0,6,6
2025-12-29,Rajasthan,Jaipur,303801,3,5,8
2026-01-03,Rajasthan,Jaipur,302006,1,10,11
2026-01-03,Rajasthan,Jaipur,302011,0,1,1
2026-01-03,Rajasthan,Jaipur,302016,5,11,16
2026-01-03,Rajasthan,Jaipur,302019,0,6,6
2026-01-03,Rajasthan,Jaipur,302026,0,4,4
2026-01-03,Rajasthan,Jaipur,302029,3,24,27
2026-01-03,Rajasthan,Jaipur,302039,1,12,13
2026-01-03,Rajasthan,Jaipur,303003,1,5,6
2026-01-03,Rajasthan,Jaipur,303005,0,4,4
2026-01-03,Rajasthan,Jaipur,303107,1,4,5
2026-01-03,Rajasthan,Jaipur,303108,0,11,11
2026-01-03,Rajasthan,Jaipur,303121,0,4,4
2026-01-03,Rajasthan,Jaipur,303604,1,5,6
2026-01-03,Rajasthan,Jaipur,303805,0,2,2
2025-12-20,Rajasthan,Jaipur,302017,1,45,46
2025-12-20,Rajasthan,Jaipur,302019,2,26,28
2025-12-20,Rajasthan,Jaipur,302022,0,8,8
2025-12-20,Rajasthan,Jaipur,302023,0,2,2
2025-12-20,Rajasthan,Jaipur,302025,0,3,3
2025-12-20,Rajasthan,Jaipur,302026,1,18,19
2025-12-20,Rajasthan,Jaipur,302028,0,10,10
2025-12-20,Rajasthan,Jaipur,302034,2,17,19
2025-12-20,Rajasthan,Jaipur,303002,0,11,11
2025-12-20,Rajasthan,Jaipur,303006,1,6,7
2025-12-20,Rajasthan,Jaipur,303009,1,7,8
2025-12-20,Rajasthan,Jaipur,303302,1,5,6
2025-12-20,Rajasthan,Jaipur,303305,2,12,14
2025-12-20,Rajasthan,Jaipur,303507,0,2,2
2025-12-20,Rajasthan,Jaipur,303601,1,4,5
2025-12-20,Rajasthan,Jaipur,303803,0,8,8
2025-12-20,Rajasthan,Jaipur,303807,1,3,4
2025-12-20,Rajasthan,Jaipur,303908,2,11,13
2025-12-21,Rajasthan,Jaipur,302003,1,26,27
2025-12-21,Rajasthan,Jaipur,302023,0,2,2
2025-12-21,Rajasthan,Jaipur,302025,0,1,1
2025-12-21,Rajasthan,Jaipur,302031,3,31,34
2025-12-21,Rajasthan,Jaipur,302034,0,4,4
2025-12-21,Rajasthan,Jaipur,303007,3,8,11
2025-12-21,Rajasthan,Jaipur,303103,1,5,6
2025-12-21,Rajasthan,Jaipur,303108,0,5,5
2025-12-21,Rajasthan,Jaipur,303110,1,3,4
2025-12-21,Rajasthan,Jaipur,303328,1,8,9
2025-12-21,Rajasthan,Jaipur,303702,0,4,4
2025-12-21,Rajasthan,Jaipur,303706,2,6,8
2025-12-21,Rajasthan,Jaipur,303803,0,1,1
2025-12-21,Rajasthan,Jaipur,303905,2,6,8
2025-12-22,Rajasthan,Jaipur,302003,10,71,81
2025-12-22,Rajasthan,Jaipur,302006,2,27,29
2025-12-22,Rajasthan,Jaipur,302015,1,21,22
2025-12-22,Rajasthan,Jaipur,302017,5,50,55
2025-12-22,Rajasthan,Jaipur,302018,3,14,17
2025-12-22,Rajasthan,Jaipur,302022,0,10,10
2025-12-22,Rajasthan,Jaipur,302024,0,4,4
2025-12-22,Rajasthan,Jaipur,302027,4,29,33
2025-12-22,Rajasthan,Jaipur,302029,8,73,81
2025-12-22,Rajasthan,Jaipur,302033,3,22,25
2025-12-22,Rajasthan,Jaipur,303003,2,12,14
2025-12-22,Rajasthan,Jaipur,303006,2,7,9
2025-12-22,Rajasthan,Jaipur,303009,2,9,11
2025-12-22,Rajasthan,Jaipur,303104,5,7,12
2025-12-22,Rajasthan,Jaipur,303107,5,4,9
2025-12-22,Rajasthan,Jaipur,303302,0,4,4
2025-12-22,Rajasthan,Jaipur,303338,2,11,13
2025-12-22,Rajasthan,Jaipur,303801,2,8,10
2025-12-22,Rajasthan,Jaipur,303803,0,8,8
2025-12-22,Rajasthan,Jaipur,303905,2,14,16
2026-01-02,Rajasthan,Jaipur,302018,0,19,19
2026-01-02,Rajasthan,Jaipur,303001,3,4,7
2026-01-02,Rajasthan,Jaipur,303002,0,3,3
2026-01-02,Rajasthan,Jaipur,303006,0,9,9
2026-01-02,Rajasthan,Jaipur,303106,3,10,13
2026-01-02,Rajasthan,Jaipur,303109,2,7,9
2026-01-02,Rajasthan,Jaipur,303301,6,16,22
2026-01-02,Rajasthan,Jaipur,303328,3,14,17
2026-01-02,Rajasthan,Jaipur,303338,0,15,15
2026-01-02,Rajasthan,Jaipur,303603,6,11,17
2026-01-02,Rajasthan,Jaipur,303701,1,3,4
2026-01-02,Rajasthan,Jaipur,303702,3,11,14
2026-01-02,Rajasthan,Jaipur,303704,1,12,13
2026-01-02,Rajasthan,Jaipur,303712,1,8,9
2026-01-02,Rajasthan,Jaipur,303807,0,5,5
2026-01-02,Rajasthan,Jaipur,303901,6,18,24
2026-01-02,Rajasthan,Jaipur,303903,1,7,8
2025-12-23,Rajasthan,Jaipur,302003,5,86,91
2025-12-23,Rajasthan,Jaipur,302015,1,37,38
2025-12-23,Rajasthan,Jaipur,302021,3,52,55
2025-12-23,Rajasthan,Jaipur,302022,0,8,8
2025-12-23,Rajasthan,Jaipur,302039,3,36,39
2025-12-23,Rajasthan,Jaipur,303003,1,7,8
2025-12-23,Rajasthan,Jaipur,303006,1,13,14
2025-12-23,Rajasthan,Jaipur,303104,2,14,16
2025-12-23,Rajasthan,Jaipur,303105,3,19,22
2025-12-23,Rajasthan,Jaipur,303301,5,28,33
2025-12-23,Rajasthan,Jaipur,303302,1,12,13
2025-12-23,Rajasthan,Jaipur,303328,2,18,20
2025-12-23,Rajasthan,Jaipur,303603,3,20,23
2025-12-23,Rajasthan,Jaipur,303802,0,6,6
2025-12-26,Rajasthan,Jaipur,302002,3,72,75
2025-12-26,Rajasthan,Jaipur,302011,0,6,6
2025-12-26,Rajasthan,Jaipur,302013,2,41,43
2025-12-26,Rajasthan,Jaipur,302028,1,22,23
2025-12-26,Rajasthan,Jaipur,302033,5,32,37
2025-12-26,Rajasthan,Jaipur,303001,4,6,10
2025-12-26,Rajasthan,Jaipur,303004,1,2,3
2025-12-26,Rajasthan,Jaipur,303009,0,15,15
2025-12-26,Rajasthan,Jaipur,303108,1,53,54
2025-12-26,Rajasthan,Jaipur,303109,1,18,19
2025-12-26,Rajasthan,Jaipur,303119,1,17,18
2025-12-26,Rajasthan,Jaipur,303348,7,15,22
2025-12-26,Rajasthan,Jaipur,303702,0,6,6
2025-12-26,Rajasthan,Jaipur,303706,1,9,10
2025-12-26,Rajasthan,Jaipur,303712,3,17,20
2025-12-26,Rajasthan,Jaipur,303903,1,19,20
2025-12-26,Rajasthan,Jaipur,303904,1,19,20
2025-12-18,Rajasthan,Jaipur,302001,1,32,33
2025-12-18,Rajasthan,Jaipur,302004,4,57,61
2025-12-18,Rajasthan,Jaipur,302005,0,4,4
2025-12-18,Rajasthan,Jaipur,302018,1,21,22
2025-12-18,Rajasthan,Jaipur,303003,0,7,7
2025-12-18,Rajasthan,Jaipur,303005,1,14,15
2025-12-18,Rajasthan,Jaipur,303106,3,23,26
2025-12-18,Rajasthan,Jaipur,303338,0,18,18
2025-12-18,Rajasthan,Jaipur,303702,6,12,18
2025-12-18,Rajasthan,Jaipur,303706,2,13,15
2025-12-18,Rajasthan,Jaipur,303712,0,14,14
2025-12-18,Rajasthan,Jaipur,303903,2,19,21
2025-11-25,Rajasthan,Jaipur,303507,0,1,1
2025-11-29,Rajasthan,Jaipur,303802,0,1,1
2025-12-28,Rajasthan,Jaipur,302026,3,23,26
2025-12-28,Rajasthan,Jaipur,302029,12,101,113
2025-12-28,Rajasthan,Jaipur,302032,0,4,4
2025-12-28,Rajasthan,Jaipur,302039,11,53,64
2025-12-28,Rajasthan,Jaipur,303003,3,3,6
2025-12-28,Rajasthan,Jaipur,303008,6,18,24
2025-12-28,Rajasthan,Jaipur,303104,2,13,15
2025-12-28,Rajasthan,Jaipur,303301,8,21,29
2025-12-28,Rajasthan,Jaipur,303507,0,1,1
2025-12-27,Rajasthan,Jaipur,302003,4,62,66
2025-12-27,Rajasthan,Jaipur,302011,0,2,2
2025-12-27,Rajasthan,Jaipur,302015,2,25,27
2025-12-27,Rajasthan,Jaipur,302028,2,16,18
2025-12-27,Rajasthan,Jaipur,302031,7,50,57
2025-12-27,Rajasthan,Jaipur,303008,8,29,37
2025-12-27,Rajasthan,Jaipur,303338,0,8,8
2025-12-27,Rajasthan,Jaipur,303507,1,0,1
2025-12-27,Rajasthan,Jaipur,303702,1,2,3
2025-12-19,Rajasthan,Jaipur,302004,2,42,44
2025-12-19,Rajasthan,Jaipur,302006,1,30,31
2025-12-19,Rajasthan,Jaipur,302013,7,35,42
2025-12-19,Rajasthan,Jaipur,302022,1,8,9
2025-12-19,Rajasthan,Jaipur,302032,1,2,3
2025-12-19,Rajasthan,Jaipur,302034,2,15,17
2025-12-19,Rajasthan,Jaipur,303001,2,2,4
2025-12-19,Rajasthan,Jaipur,303006,1,14,15
2025-12-19,Rajasthan,Jaipur,303007,1,25,26
2025-12-19,Rajasthan,Jaipur,303012,3,37,40
2025-12-19,Rajasthan,Jaipur,303109,6,23,29
2025-12-19,Rajasthan,Jaipur,303110,3,8,11
2025-12-19,Rajasthan,Jaipur,303305,1,11,12
2025-11-28,Rajasthan,Jaipur,303507,0,1,1
2025-12-25,Rajasthan,Jaipur,303339,0,1,1
2025-12-31,Rajasthan,Jaipur,303121,0,1,1
2025-12-31,Rajasthan,Jaipur,303305,0,17,17
2025-12-31,Rajasthan,Jaipur,303604,1,16,17
2025-12-31,Rajasthan,Jaipur,303702,0,16,16
2025-12-31,Rajasthan,Jaipur,303704,2,7,9
2025-12-31,Rajasthan,Jaipur,303802,0,8,8
2025-12-31,Rajasthan,Jaipur,303803,1,9,10
2025-12-31,Rajasthan,Jaipur,303806,0,9,9
2025-12-31,Rajasthan,Jaipur,303901,1,29,30
2025-12-31,Rajasthan,Jaipur,303905,1,18,19
2026-01-01,Rajasthan,Jaipur,302006,1,27,28
2026-01-01,Rajasthan,Jaipur,302013,3,25,28
2026-01-01,Rajasthan,Jaipur,302025,0,1,1
2026-01-01,Rajasthan,Jaipur,303007,0,19,19
2026-01-01,Rajasthan,Jaipur,303009,1,11,12
2026-01-01,Rajasthan,Jaipur,303012,0,32,32
2026-01-01,Rajasthan,Jaipur,303102,1,7,8
2026-01-01,Rajasthan,Jaipur,303110,0,10,10
2026-01-01,Rajasthan,Jaipur,303328,0,14,14
2026-01-01,Rajasthan,Jaipur,303507,0,1,1
2026-01-01,Rajasthan,Jaipur,303601,1,1,2
2025-12-31,Rajasthan,Jaipur,302005,0,6,6
2025-12-31,Rajasthan,Jaipur,302013,3,23,26
2025-12-31,Rajasthan,Jaipur,302027,1,37,38
2025-12-31,Rajasthan,Jaipur,302028,2,15,17
2025-12-31,Rajasthan,Jaipur,303007,0,12,12
2025-12-31,Rajasthan,Jaipur,303104,2,11,13
2025-12-31,Rajasthan,Jaipur,303105,2,17,19
2025-12-31,Rajasthan,Jaipur,303110,1,20,21
2025-12-31,Rajasthan,Jaipur,303120,0,14,14
2025-12-24,Rajasthan,Jaipur,302022,0,18,18
2025-12-24,Rajasthan,Jaipur,303003,3,5,8
2025-12-24,Rajasthan,Jaipur,303301,2,35,37
2025-12-24,Rajasthan,Jaipur,303604,1,25,26
2025-12-24,Rajasthan,Jaipur,303701,0,18,18
2025-12-24,Rajasthan,Jaipur,303712,0,12,12
2025-12-24,Rajasthan,Jaipur,303804,0,13,13
2025-12-24,Rajasthan,Jaipur,303807,1,4,5
2025-12-25,Rajasthan,Jaipur,302016,3,59,62
2025-12-25,Rajasthan,Jaipur,302039,3,32,35
2025-12-25,Rajasthan,Jaipur,303009,0,5,5
2025-12-25,Rajasthan,Jaipur,303102,0,4,4
2025-12-25,Rajasthan,Jaipur,303104,0,7,7
2025-12-25,Rajasthan,Jaipur,303108,3,13,16
2025-12-25,Rajasthan,Jaipur,303302,1,2,3
2025-12-25,Rajasthan,Jaipur,303305,4,14,18
2025-12-25,Rajasthan,Jaipur,303338,0,2,2
2025-12-25,Rajasthan,Jaipur,303602,0,2,2
2025-12-25,Rajasthan,Jaipur,303704,0,5,5
2025-12-25,Rajasthan,Jaipur,303805,1,6,7
2025-12-25,Rajasthan,Jaipur,303806,0,8,8
2025-12-25,Rajasthan,Jaipur,303901,2,11,13
2025-12-25,Rajasthan,Jaipur,303904,0,4,4
2025-12-13,Rajasthan,Jaipur,302001,2,34,36
2025-12-13,Rajasthan,Jaipur,302002,7,81,88
2025-12-13,Rajasthan,Jaipur,302004,8,54,62
2025-12-13,Rajasthan,Jaipur,302023,0,1,1
2025-12-13,Rajasthan,Jaipur,303004,0,1,1
2025-12-13,Rajasthan,Jaipur,303005,0,16,16
2025-12-13,Rajasthan,Jaipur,303103,5,21,26
2025-12-13,Rajasthan,Jaipur,303105,3,13,16
2025-12-13,Rajasthan,Jaipur,303107,4,12,16
2025-12-13,Rajasthan,Jaipur,303108,3,13,16
2025-12-13,Rajasthan,Jaipur,303110,0,9,9
2025-12-13,Rajasthan,Jaipur,303603,1,19,20
2025-12-13,Rajasthan,Jaipur,303604,2,14,16
2025-12-13,Rajasthan,Jaipur,303802,0,4,4
2025-12-13,Rajasthan,Jaipur,303803,2,7,9
2025-12-13,Rajasthan,Jaipur,303806,1,12,13
2025-12-15,Rajasthan,Jaipur,302016,8,89,97
2025-12-15,Rajasthan,Jaipur,302017,5,67,72
2025-12-15,Rajasthan,Jaipur,302019,4,28,32
2025-12-15,Rajasthan,Jaipur,302025,0,2,2
2025-12-15,Rajasthan,Jaipur,302031,6,54,60
2025-12-15,Rajasthan,Jaipur,303007,1,8,9
2025-12-15,Rajasthan,Jaipur,303110,1,10,11
2025-12-15,Rajasthan,Jaipur,303604,1,20,21
2025-12-15,Rajasthan,Jaipur,303712,1,6,7
2025-12-15,Rajasthan,Jaipur,303801,1,6,7
2025-12-15,Rajasthan,Jaipur,303804,3,13,16
2025-12-15,Rajasthan,Jaipur,303805,3,23,26
2025-12-15,Rajasthan,Jaipur,303807,4,7,11
2025-12-15,Rajasthan,Jaipur,303904,0,10,10
2025-12-15,Rajasthan,Jaipur,303905,0,11,11
2025-12-16,Rajasthan,Jaipur,302005,0,1,1
2025-12-16,Rajasthan,Jaipur,302011,0,7,7
2025-12-16,Rajasthan,Jaipur,302018,0,20,20
2025-12-16,Rajasthan,Jaipur,302021,8,40,48
2025-12-16,Rajasthan,Jaipur,302028,1,12,13
2025-12-16,Rajasthan,Jaipur,302029,9,74,83
2025-12-16,Rajasthan,Jaipur,303007,2,22,24
2025-12-16,Rajasthan,Jaipur,303009,5,10,15
2025-12-16,Rajasthan,Jaipur,303012,6,37,43
2025-12-16,Rajasthan,Jaipur,303107,3,13,16
2025-12-16,Rajasthan,Jaipur,303302,0,14,14
2025-12-16,Rajasthan,Jaipur,303348,3,8,11
2025-12-16,Rajasthan,Jaipur,303602,3,12,15
2025-12-16,Rajasthan,Jaipur,303702,2,11,13
2025-12-16,Rajasthan,Jaipur,303803,1,15,16
2025-12-16,Rajasthan,Jaipur,303903,2,23,25
2025-12-16,Rajasthan,Jaipur,303904,1,10,11
2025-12-11,Rajasthan,Jaipur,302006,3,28,31
2025-12-11,Rajasthan,Jaipur,302011,0,4,4
2025-12-11,Rajasthan,Jaipur,302012,19,184,203
2025-12-11,Rajasthan,Jaipur,302016,3,90,93
2025-12-11,Rajasthan,Jaipur,302020,4,47,51
2025-12-11,Rajasthan,Jaipur,302023,0,2,2
2025-12-11,Rajasthan,Jaipur,302031,2,51,53
2025-12-11,Rajasthan,Jaipur,302032,0,4,4
2025-12-11,Rajasthan,Jaipur,303105,3,12,15
2025-12-11,Rajasthan,Jaipur,303106,0,15,15
2025-12-11,Rajasthan,Jaipur,303301,2,28,30
2025-12-11,Rajasthan,Jaipur,303348,1,12,13
2025-12-11,Rajasthan,Jaipur,303601,1,3,4
2025-12-11,Rajasthan,Jaipur,303602,1,15,16
2025-12-10,Rajasthan,Jaipur,302001,3,32,35
2025-12-10,Rajasthan,Jaipur,302006,6,38,44
2025-12-10,Rajasthan,Jaipur,302011,0,3,3
2025-12-10,Rajasthan,Jaipur,302013,3,37,40
2025-12-10,Rajasthan,Jaipur,302015,1,18,19
2025-12-10,Rajasthan,Jaipur,302023,0,2,2
2025-12-10,Rajasthan,Jaipur,302029,10,91,101
2025-12-10,Rajasthan,Jaipur,303006,0,8,8
2025-12-10,Rajasthan,Jaipur,303008,7,36,43
2025-12-10,Rajasthan,Jaipur,303012,7,29,36
2025-12-10,Rajasthan,Jaipur,303102,4,13,17
2025-12-10,Rajasthan,Jaipur,303119,5,13,18
2025-12-10,Rajasthan,Jaipur,303120,1,15,16
2025-12-10,Rajasthan,Jaipur,303603,5,23,28
2025-12-10,Rajasthan,Jaipur,303701,2,11,13
2025-12-10,Rajasthan,Jaipur,303805,0,15,15
2025-12-10,Rajasthan,Jaipur,303806,4,9,13
2025-12-04,Rajasthan,Jaipur,302003,2,64,66
2025-12-04,Rajasthan,Jaipur,302006,4,41,45
2025-12-04,Rajasthan,Jaipur,302017,7,64,71
2025-12-04,Rajasthan,Jaipur,302019,2,37,39
2025-12-04,Rajasthan,Jaipur,302024,0,2,2
2025-12-04,Rajasthan,Jaipur,302029,4,66,70
2025-12-04,Rajasthan,Jaipur,302033,4,40,44
2025-12-04,Rajasthan,Jaipur,303328,3,16,19
2025-12-04,Rajasthan,Jaipur,303348,0,10,10
2025-12-04,Rajasthan,Jaipur,303602,0,10,10
2025-12-04,Rajasthan,Jaipur,303701,0,7,7
2025-12-04,Rajasthan,Jaipur,303712,0,13,13
2025-12-04,Rajasthan,Jaipur,303801,2,12,14
2025-12-04,Rajasthan,Jaipur,303805,1,17,18
2025-12-04,Rajasthan,Jaipur,303904,0,9,9
2025-12-03,Rajasthan,Jaipur,302004,0,44,44
2025-12-03,Rajasthan,Jaipur,302025,0,1,1
2025-12-03,Rajasthan,Jaipur,302026,2,17,19
2025-12-03,Rajasthan,Jaipur,302027,1,43,44
2025-12-03,Rajasthan,Jaipur,302028,2,12,14
2025-12-03,Rajasthan,Jaipur,303004,0,2,2
2025-12-03,Rajasthan,Jaipur,303008,1,19,20
2025-12-03,Rajasthan,Jaipur,303009,2,6,8
2025-12-03,Rajasthan,Jaipur,303105,0,6,6
2025-12-03,Rajasthan,Jaipur,303110,3,7,10
2025-12-03,Rajasthan,Jaipur,303601,0,7,7
2025-12-03,Rajasthan,Jaipur,303701,0,9,9
2025-12-03,Rajasthan,Jaipur,303803,1,7,8
2025-12-03,Rajasthan,Jaipur,303805,4,8,12
2025-12-03,Rajasthan,Jaipur,303901,2,13,15
2025-12-03,Rajasthan,Jaipur,303904,0,8,8
2025-12-03,Rajasthan,Jaipur,303908,2,2,4
2025-12-14,Rajasthan,Jaipur,302015,0,5,5
2025-12-14,Rajasthan,Jaipur,302018,0,6,6
2025-12-14,Rajasthan,Jaipur,302020,3,25,28
2025-12-14,Rajasthan,Jaipur,302027,2,35,37
2025-12-14,Rajasthan,Jaipur,302031,8,35,43
2025-12-14,Rajasthan,Jaipur,302034,0,8,8
2025-12-14,Rajasthan,Jaipur,303002,1,4,5
2025-12-14,Rajasthan,Jaipur,303009,0,4,4
2025-12-14,Rajasthan,Jaipur,303012,1,8,9
2025-12-14,Rajasthan,Jaipur,303102,0,3,3
2025-12-14,Rajasthan,Jaipur,303104,1,4,5
2025-12-14,Rajasthan,Jaipur,303106,3,3,6
2025-12-14,Rajasthan,Jaipur,303107,0,1,1
2025-12-14,Rajasthan,Jaipur,303110,3,4,7
2025-12-14,Rajasthan,Jaipur,303120,0,2,2
2025-12-14,Rajasthan,Jaipur,303301,0,11,11
2025-12-14,Rajasthan,Jaipur,303604,0,2,2
2025-12-14,Rajasthan,Jaipur,303701,0,3,3
2025-12-14,Rajasthan,Jaipur,303712,0,1,1
2025-12-14,Rajasthan,Jaipur,303802,0,1,1
2025-12-14,Rajasthan,Jaipur,303806,0,2,2
2025-12-14,Rajasthan,Jaipur,303905,3,3,6
2025-12-09,Rajasthan,Jaipur,302011,0,1,1
2025-12-09,Rajasthan,Jaipur,302026,5,27,32
2025-12-09,Rajasthan,Jaipur,302032,1,4,5
2025-12-09,Rajasthan,Jaipur,303006,1,4,5
2025-12-09,Rajasthan,Jaipur,303008,1,30,31
2025-12-09,Rajasthan,Jaipur,303103,3,25,28
2025-12-09,Rajasthan,Jaipur,303302,0,10,10
2025-12-09,Rajasthan,Jaipur,303305,1,15,16
2025-12-09,Rajasthan,Jaipur,303328,3,17,20
2025-12-09,Rajasthan,Jaipur,303507,0,3,3
2025-12-09,Rajasthan,Jaipur,303601,1,5,6
2025-12-09,Rajasthan,Jaipur,303701,1,12,13
2025-12-09,Rajasthan,Jaipur,303801,0,16,16
2025-12-12,Rajasthan,Jaipur,302001,1,26,27
2025-12-12,Rajasthan,Jaipur,302004,1,44,45
2025-12-12,Rajasthan,Jaipur,302005,0,1,1
2025-12-12,Rajasthan,Jaipur,302018,0,18,18
2025-12-12,Rajasthan,Jaipur,302019,0,22,22
2025-12-12,Rajasthan,Jaipur,302023,0,2,2
2025-12-12,Rajasthan,Jaipur,302029,10,70,80
2025-12-12,Rajasthan,Jaipur,303007,0,14,14
2025-12-12,Rajasthan,Jaipur,303008,4,22,26
2025-12-12,Rajasthan,Jaipur,303104,2,9,11
2025-12-12,Rajasthan,Jaipur,303106,8,12,20
2025-12-12,Rajasthan,Jaipur,303110,2,13,15
2025-12-12,Rajasthan,Jaipur,303603,7,35,42
2025-12-12,Rajasthan,Jaipur,303701,1,11,12
2025-12-12,Rajasthan,Jaipur,303702,5,18,23
2025-12-12,Rajasthan,Jaipur,303802,0,8,8
2025-12-12,Rajasthan,Jaipur,303804,0,8,8
2025-12-12,Rajasthan,Jaipur,303901,1,24,25
2025-12-05,Rajasthan,Jaipur,302003,2,65,67
2025-12-05,Rajasthan,Jaipur,302006,0,24,24
2025-12-05,Rajasthan,Jaipur,302016,4,57,61
2025-12-05,Rajasthan,Jaipur,302017,5,81,86
2025-12-05,Rajasthan,Jaipur,302022,3,9,12
2025-12-05,Rajasthan,Jaipur,302024,0,1,1
2025-12-05,Rajasthan,Jaipur,302025,0,1,1
2025-12-05,Rajasthan,Jaipur,302031,6,60,66
2025-12-05,Rajasthan,Jaipur,302034,1,13,14
2025-12-05,Rajasthan,Jaipur,303003,1,10,11
2025-12-05,Rajasthan,Jaipur,303005,1,20,21
2025-12-05,Rajasthan,Jaipur,303107,2,16,18
2025-12-05,Rajasthan,Jaipur,303108,1,19,20
2025-12-05,Rajasthan,Jaipur,303302,0,6,6
2025-12-05,Rajasthan,Jaipur,303338,1,17,18
2025-12-05,Rajasthan,Jaipur,303348,2,9,11
2025-12-05,Rajasthan,Jaipur,303712,3,11,14
2025-12-05,Rajasthan,Jaipur,303901,3,19,22
2025-12-05,Rajasthan,Jaipur,303905,1,7,8
2025-12-17,Rajasthan,Jaipur,302012,15,182,197
2025-12-17,Rajasthan,Jaipur,302019,0,30,30
2025-12-17,Rajasthan,Jaipur,302022,0,9,9
2025-12-17,Rajasthan,Jaipur,302023,0,2,2
2025-12-17,Rajasthan,Jaipur,302024,0,2,2
2025-12-17,Rajasthan,Jaipur,302025,0,2,2
2025-12-17,Rajasthan,Jaipur,302032,0,5,5
2025-12-17,Rajasthan,Jaipur,302033,1,32,33
2025-12-17,Rajasthan,Jaipur,302034,0,13,13
2025-12-17,Rajasthan,Jaipur,302039,7,28,35
2025-12-17,Rajasthan,Jaipur,303120,3,5,8
2025-12-17,Rajasthan,Jaipur,303702,2,14,16
2025-12-17,Rajasthan,Jaipur,303805,2,18,20
2025-12-17,Rajasthan,Jaipur,303904,0,8,8
2025-12-08,Rajasthan,Jaipur,302019,3,20,23
2025-12-08,Rajasthan,Jaipur,302026,3,26,29
2025-12-08,Rajasthan,Jaipur,302028,2,22,24
2025-12-08,Rajasthan,Jaipur,302032,0,4,4
2025-12-08,Rajasthan,Jaipur,302034,0,22,22
2025-12-08,Rajasthan,Jaipur,303001,0,9,9
2025-12-08,Rajasthan,Jaipur,303003,0,8,8
2025-12-08,Rajasthan,Jaipur,303006,1,13,14
2025-12-08,Rajasthan,Jaipur,303106,6,28,34
2025-12-08,Rajasthan,Jaipur,303121,1,1,2
2025-12-08,Rajasthan,Jaipur,303301,3,26,29
2025-12-08,Rajasthan,Jaipur,303338,2,17,19
2025-12-08,Rajasthan,Jaipur,303802,0,2,2
2025-12-08,Rajasthan,Jaipur,303807,0,8,8
2025-12-08,Rajasthan,Jaipur,303908,3,28,31
2025-12-07,Rajasthan,Jaipur,302016,1,15,16
2025-12-07,Rajasthan,Jaipur,302019,4,10,14
2025-12-07,Rajasthan,Jaipur,302028,0,9,9
2025-12-07,Rajasthan,Jaipur,303002,0,4,4
2025-12-07,Rajasthan,Jaipur,303007,0,1,1
2025-12-07,Rajasthan,Jaipur,303008,0,4,4
2025-12-07,Rajasthan,Jaipur,303108,0,2,2
2025-12-07,Rajasthan,Jaipur,303109,0,3,3
2025-12-07,Rajasthan,Jaipur,303110,0,1,1
2025-12-07,Rajasthan,Jaipur,303120,0,9,9
2025-12-07,Rajasthan,Jaipur,303328,0,7,7
2025-12-07,Rajasthan,Jaipur,303338,1,4,5
2025-12-07,Rajasthan,Jaipur,303348,0,1,1
2025-12-07,Rajasthan,Jaipur,303602,0,2,2
2025-12-07,Rajasthan,Jaipur,303904,0,3,3
2025-12-06,Rajasthan,Jaipur,302003,1,52,53
2025-12-06,Rajasthan,Jaipur,302004,4,31,35
2025-12-06,Rajasthan,Jaipur,302006,2,27,29
2025-12-06,Rajasthan,Jaipur,302011,0,3,3
2025-12-06,Rajasthan,Jaipur,302017,2,37,39
2025-12-06,Rajasthan,Jaipur,302019,2,27,29
2025-12-06,Rajasthan,Jaipur,302031,5,67,72
2025-12-06,Rajasthan,Jaipur,302033,1,34,35
2025-12-06,Rajasthan,Jaipur,302034,4,13,17
2025-12-06,Rajasthan,Jaipur,303005,0,12,12
2025-12-06,Rajasthan,Jaipur,303007,3,17,20
2025-12-06,Rajasthan,Jaipur,303119,4,3,7
2025-12-06,Rajasthan,Jaipur,303702,1,13,14
2025-12-06,Rajasthan,Jaipur,303704,0,5,5
